timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
58374-12-29 00:00:00,73505.65,73580.75,72582.82,72928.73,4632.38493,1779983999999999,338350899.72071725,1025017,2533.09841,185049064.0161108,0
58375-06-13 16:00:00,72928.73,73749.69,72741.4,73419.32,2524.28664,1779998399999999,185327073.94901448,520421,1349.89247,99094348.577839,0
58375-11-27 08:00:00,73419.31,73949.22,73241.48,73617.51,1595.41074,1780012799999999,117472349.2323247,303174,856.44819,63054435.3937842,0
58376-05-12 00:00:00,73617.52,73868.33,73189.11,73301.52,2123.30407,1780027199999999,156251092.4591922,362421,1080.04009,79491918.8595763,0
58376-10-25 16:00:00,73301.53,73939.19,73210.21,73528.56,2641.80699,1780041599999999,194346867.67810968,337489,1526.35961,112276015.2045178,0
58377-04-10 08:00:00,73528.55,73902.85,73341.85,73487.98,2197.79295,1780055999999999,161975355.4234668,288370,1424.31866,104978500.2896873,0
58377-09-24 00:00:00,73487.98,74200.0,72512.49,73808.26,4624.93207,1780070399999999,338945900.8604173,955004,2485.49833,182248226.0826448,0
58378-03-09 16:00:00,73808.25,74514.1,73187.25,73520.28,5596.86593,1780084799999999,414173826.59814465,676951,3457.93496,256092074.36921328,0
58378-08-23 08:00:00,73520.29,73844.0,73320.0,73460.78,1502.0394,1780099199999999,110413449.8870964,277083,694.22047,51035155.0843975,0
58379-02-06 00:00:00,73460.78,73796.43,73408.62,73524.01,1539.64276,1780113599999999,113323762.9491,194546,795.73059,58568720.9681856,0
58379-07-22 16:00:00,73524.01,73709.91,73216.0,73548.6,1487.87007,1780127999999999,109352098.1261865,245090,831.5404,61142275.4578273,0
58380-01-05 08:00:00,73548.6,73680.75,73500.02,73602.02,1076.47863,1780142399999999,79212007.5008943,121936,580.87537,42741455.9637169,0
58380-06-20 00:00:00,73602.01,74100.0,73594.4,73930.14,1485.09864,1780156799999999,109676214.0858925,237589,881.63375,65105048.8641979,0
